timestamp,open,high,low,close,volume,Principal Component 1,Principal Component 2
2024-04-01,171.1900,171.2500,169.4750,170.0300,43772506,3.818401515,-0.848552627
2024-03-30,None,None,None,None,None,3.818401515,-0.848552627
2024-03-28,171.7500,172.2300,170.5100,171.4800,65672690,4.711176649,0.280047854
2024-03-27,170.4100,173.6000,170.1100,173.3100,60273265,4.711176649,0.280047854
2024-03-26,170.0000,171.4200,169.5800,169.7100,57388449,4.711176649,0.280047854
2024-03-25,170.5650,171.9400,169.4500,170.8500,54288328,4.711176649,0.280047854
2024-03-22,171.7600,173.0500,170.0600,172.2800,71160138,4.711176649,0.280047854
2024-03-21,177.0500,177.4900,170.8400,171.3700,106181270,4.711176649,0.280047854
2024-03-20,175.7200,178.6700,175.0900,178.6700,53423102,4.711176649,0.280047854
2024-03-19,174.3400,176.6050,173.0300,176.0800,55215244,4.711176649,0.280047854
2024-03-18,175.5700,177.7100,173.5200,173.7200,75604184,4.711176649,0.280047854
2024-03-15,171.1700,172.6200,170.2850,172.6200,121752699,4.711176649,0.280047854
2024-03-14,172.9100,174.3078,172.0500,173.0000,72571635,4.711176649,0.280047854
2024-03-13,172.7700,173.1850,170.7600,171.1300,51948951,4.711176649,0.280047854
2024-03-12,173.1500,174.0300,171.0100,173.2300,59544927,4.711176649,0.280047854
2024-03-11,172.9400,174.3800,172.0500,172.7500,58929918,4.711176649,0.280047854
2024-03-08,169.0000,173.7000,168.9400,170.7300,76267041,4.711176649,0.280047854
2024-03-07,169.1500,170.7300,168.4900,169.0000,71765061,4.711176649,0.280047854
2024-03-06,171.0600,171.2400,168.6800,169.1200,68587707,4.711176649,0.280047854
2024-03-05,170.7600,172.0400,169.6200,170.1200,95132355,4.711176649,0.280047854
2024-03-04,176.1500,176.9000,173.7900,175.1000,81510101,4.711176649,0.280047854
2024-03-01,179.5500,180.5300,177.3800,179.6600,73563082,4.711176649,0.280047854
2024-02-29,181.2700,182.5700,179.5300,180.7500,136682597,4.711176649,0.280047854
2024-02-28,182.5100,183.1200,180.1300,181.4200,48953939,4.711176649,0.280047854
2024-02-27,181.1000,183.9225,179.5600,182.6300,54318851,4.711176649,0.280047854
2024-02-26,182.2400,182.7600,180.6500,181.1600,40867421,4.711176649,0.280047854
2024-02-23,185.0100,185.0400,182.2300,182.5200,45119677,4.711176649,0.280047854
2024-02-22,183.4800,184.9550,182.4600,184.3700,52292208,4.711176649,0.280047854
2024-02-21,181.9400,182.8888,180.6600,182.3200,41529674,4.711176649,0.280047854
2024-02-20,181.7900,182.4300,180.0000,181.5600,53665553,4.711176649,0.280047854
2024-02-16,183.4200,184.8500,181.6650,182.3100,49752465,4.711176649,0.280047854
2024-02-15,183.5500,184.4900,181.3500,183.8600,65434496,4.711176649,0.280047854
2024-02-14,185.3200,185.5300,182.4400,184.1500,54630517,4.711176649,0.280047854
2024-02-13,185.7700,186.2100,183.5128,185.0400,56529529,4.711176649,0.280047854
2024-02-12,188.4150,188.6700,186.7900,187.1500,41781934,4.711176649,0.280047854
2024-02-09,188.6500,189.9900,188.0000,188.8500,45155216,4.711176649,0.280047854
2024-02-08,189.3850,189.5350,187.3500,188.3200,40962046,4.711176649,0.280047854
2024-02-07,190.6400,191.0500,188.6100,189.4100,53438955,4.711176649,0.280047854
2024-02-06,186.8600,189.3100,186.7695,189.3000,43490759,4.711176649,0.280047854
2024-02-05,188.1500,189.2500,185.8400,187.6800,69668820,4.711176649,0.280047854
2024-02-02,179.8600,187.3300,179.2500,185.8500,102551680,4.711176649,0.280047854
2024-02-01,183.9850,186.9500,183.8200,186.8600,64885408,4.711176649,0.280047854
2024-01-31,187.0400,187.0950,184.3500,184.4000,55467803,4.711176649,0.280047854
2024-01-30,190.9400,191.8000,187.4700,188.0400,55859370,4.711176649,0.280047854
2024-01-29,192.0100,192.2000,189.5800,191.7300,47145622,4.711176649,0.280047854
2024-01-26,194.2700,194.7600,191.9400,192.4200,44594011,4.711176649,0.280047854
2024-01-25,195.2200,196.2675,193.1125,194.1700,54822126,4.711176649,0.280047854
2024-01-24,195.4200,196.3800,194.3400,194.5000,53463269,4.711176649,0.280047854
2024-01-23,195.0200,195.7500,193.8299,195.1800,42355590,4.711176649,0.280047854
2024-01-22,192.3000,195.3300,192.2600,193.8900,60133852,4.711176649,0.280047854
2024-01-19,189.3300,191.9500,188.8200,191.5600,68902985,4.711176649,0.280047854
2024-01-18,186.0900,189.1400,185.8300,188.6300,78005754,4.711176649,0.280047854
2024-01-17,181.2700,182.9300,180.3000,182.6800,47317433,4.711176649,0.280047854
2024-01-16,182.1600,184.2600,180.9340,183.6300,65603041,4.711176649,0.280047854
2024-01-12,186.0600,186.7400,185.1900,185.9200,40477782,4.711176649,0.280047854
2024-01-11,186.5400,187.0500,183.6200,185.5900,49128408,4.711176649,0.280047854
2024-01-10,184.3500,186.4000,183.9200,186.1900,46792908,4.711176649,0.280047854
2024-01-09,183.9200,185.1500,182.7300,185.1400,42841809,4.711176649,0.280047854
2024-01-08,182.0850,185.6000,181.5000,185.5600,59144470,4.711176649,0.280047854
2024-01-05,181.9900,182.7600,180.1700,181.1800,62196924,4.711176649,0.280047854
2024-01-04,182.1500,183.0872,180.8800,181.9100,71983570,4.711176649,0.280047854
2024-01-03,184.2200,185.8800,183.4300,184.2500,58414460,4.711176649,0.280047854
2024-01-02,187.1500,188.4400,183.8850,185.6400,82488674,4.711176649,0.280047854
2023-12-30,None,None,None,None,None,4.711176649,0.280047854
2023-12-29,193.9000,194.4000,191.7250,192.5300,42672148,4.26767619,-0.626875398
2023-12-28,194.1400,194.6600,193.1700,193.5800,34049898,4.26767619,-0.626875398
2023-12-27,192.4900,193.5000,191.0900,193.1500,47899806,4.26767619,-0.626875398
2023-12-26,193.6100,193.8900,192.8300,193.0500,28919310,4.26767619,-0.626875398
2023-12-22,195.1800,195.4100,192.9700,193.6000,37149570,4.26767619,-0.626875398
2023-12-21,196.1000,197.0800,193.5000,194.6800,46482549,4.26767619,-0.626875398
2023-12-20,196.9000,197.6800,194.8300,194.8300,52242815,4.26767619,-0.626875398
2023-12-19,196.1600,196.9500,195.8900,196.9400,40233138,4.26767619,-0.626875398
2023-12-18,196.0900,196.6300,194.3900,195.8900,55751861,4.26767619,-0.626875398
2023-12-15,197.5300,198.3999,197.0000,197.5700,128538401,4.26767619,-0.626875398
2023-12-14,198.0200,199.6200,196.1600,198.1100,66831572,4.26767619,-0.626875398
2023-12-13,195.0900,198.0000,194.8500,197.9600,70404183,4.26767619,-0.626875398
2023-12-12,193.0800,194.7200,191.7210,194.7100,52696900,4.26767619,-0.626875398
2023-12-11,193.1100,193.4900,191.4200,193.1800,60943699,4.26767619,-0.626875398
2023-12-08,194.2000,195.9900,193.6700,195.7100,53406358,4.26767619,-0.626875398
2023-12-07,193.6300,195.0000,193.5900,194.2700,47477655,4.26767619,-0.626875398
2023-12-06,194.4500,194.7600,192.1100,192.3200,40895115,4.26767619,-0.626875398
2023-12-05,190.2100,194.4000,190.1800,193.4200,66628398,4.26767619,-0.626875398
2023-12-04,189.9800,190.0500,187.4511,189.4300,43389519,4.26767619,-0.626875398
2023-12-01,190.3300,191.5600,189.2300,191.2400,45704823,4.26767619,-0.626875398
2023-11-30,189.8400,190.3200,188.1900,189.9500,48794366,4.26767619,-0.626875398
2023-11-29,190.9000,192.0900,188.9700,189.3700,43014224,4.26767619,-0.626875398
2023-11-28,189.7800,191.0800,189.4000,190.4000,38415419,4.26767619,-0.626875398
2023-11-27,189.9200,190.6700,188.9000,189.7900,40552609,4.26767619,-0.626875398
2023-11-24,190.8700,190.9000,189.2500,189.9700,24048344,4.26767619,-0.626875398
2023-11-22,191.4900,192.9300,190.8250,191.3100,39630011,4.26767619,-0.626875398
2023-11-21,191.4100,191.5200,189.7400,190.6400,38134485,4.26767619,-0.626875398
2023-11-20,189.8900,191.9050,189.8800,191.4500,46538614,4.26767619,-0.626875398
2023-11-17,190.2500,190.3800,188.5700,189.6900,50941404,4.26767619,-0.626875398
2023-11-16,189.5700,190.9600,188.6500,189.7100,54412915,4.26767619,-0.626875398
2023-11-15,187.8450,189.5000,187.7800,188.0100,53790499,4.26767619,-0.626875398
2023-11-14,187.7000,188.1100,186.3000,187.4400,60108378,4.26767619,-0.626875398
2023-11-13,185.8200,186.0300,184.2100,184.8000,43627519,4.26767619,-0.626875398
2023-11-10,183.9700,186.5650,183.5300,186.4000,66177922,4.26767619,-0.626875398
2023-11-09,182.9600,184.1200,181.8100,182.4100,53763540,4.26767619,-0.626875398
2023-11-08,182.3500,183.4500,181.5900,182.8900,49340282,4.26767619,-0.626875398
2023-11-07,179.1800,182.4400,178.9700,181.8200,70529966,4.26767619,-0.626875398
2023-11-06,176.3800,179.4300,176.2100,179.2300,63841310,4.26767619,-0.626875398
2023-11-03,174.2400,176.8200,173.3500,176.6500,79829246,4.26767619,-0.626875398
2023-11-02,175.5200,177.7800,175.4600,177.5700,77334752,4.26767619,-0.626875398
2023-11-01,171.0000,174.2300,170.1200,173.9700,56934906,4.26767619,-0.626875398
2023-10-31,169.3500,170.9000,167.9000,170.7700,44846017,4.26767619,-0.626875398
2023-10-30,169.0200,171.1700,168.8700,170.2900,51130955,4.26767619,-0.626875398
2023-10-27,166.9100,168.9600,166.8300,168.2200,58499129,4.26767619,-0.626875398
2023-10-26,170.3700,171.3775,165.6700,166.8900,70625258,4.26767619,-0.626875398
2023-10-25,171.8800,173.0600,170.6500,171.1000,57156962,4.26767619,-0.626875398
2023-10-24,173.0500,173.6700,171.4500,173.4400,43816644,4.26767619,-0.626875398
2023-10-23,170.9100,174.0100,169.9300,173.0000,55980109,4.26767619,-0.626875398
2023-10-20,175.3100,175.4200,172.6400,172.8800,64244028,4.26767619,-0.626875398
2023-10-19,176.0400,177.8400,175.1900,175.4600,59302863,4.26767619,-0.626875398
2023-10-18,175.5800,177.5750,175.1100,175.8400,54764375,4.26767619,-0.626875398
2023-10-17,176.6450,178.4200,174.8000,177.1500,57549350,4.26767619,-0.626875398
2023-10-16,176.7500,179.0750,176.5100,178.7200,52516984,4.26767619,-0.626875398
2023-10-13,181.4200,181.9300,178.1400,178.8500,51456082,4.26767619,-0.626875398
2023-10-12,180.0700,182.3400,179.0400,180.7100,56743119,4.26767619,-0.626875398
2023-10-11,178.2000,179.8500,177.6000,179.8000,47551098,4.26767619,-0.626875398
2023-10-10,178.1000,179.7200,177.9500,178.3900,43698019,4.26767619,-0.626875398
2023-10-09,176.8100,179.0500,175.8000,178.9900,42390772,4.26767619,-0.626875398
2023-10-06,173.8000,177.9900,173.1800,177.4900,57266675,4.26767619,-0.626875398
2023-10-05,173.7900,175.4500,172.6800,174.9100,48527918,4.26767619,-0.626875398
2023-10-04,171.0900,174.2100,170.9700,173.6600,53020286,4.26767619,-0.626875398
2023-10-03,172.2550,173.6300,170.8200,172.4000,49594613,4.26767619,-0.626875398
2023-10-02,171.2200,174.3000,170.9300,173.7500,52164535,4.26767619,-0.626875398
2023-09-30,None,None,None,None,None,4.26767619,-0.626875398
2023-09-29,172.0200,173.0700,170.3410,171.2100,51861083,5.139519082,0.149581293
2023-09-28,169.3400,172.0300,167.6200,170.6900,56294419,5.139519082,0.149581293
2023-09-27,172.6200,173.0400,169.0500,170.4300,66921808,5.139519082,0.149581293
2023-09-26,174.8200,175.2000,171.6600,171.9600,64588945,5.139519082,0.149581293
2023-09-25,174.2000,176.9700,174.1500,176.0800,46172740,5.139519082,0.149581293
2023-09-22,174.6700,177.0790,174.0500,174.7900,56725385,5.139519082,0.149581293
2023-09-21,174.5500,176.3000,173.8600,173.9300,63149116,5.139519082,0.149581293
2023-09-20,179.2600,179.6950,175.4000,175.4900,58436181,5.139519082,0.149581293
2023-09-19,177.5200,179.6300,177.1300,179.0700,51826941,5.139519082,0.149581293
2023-09-18,176.4800,179.3800,176.1700,177.9700,67257573,5.139519082,0.149581293
2023-09-15,176.4800,176.4950,173.8200,175.0100,109259461,5.139519082,0.149581293
2023-09-14,174.0000,176.1000,173.5800,175.7400,60895757,5.139519082,0.149581293
2023-09-13,176.5100,177.3000,173.9800,174.2100,84267928,5.139519082,0.149581293
2023-09-12,179.4900,180.1300,174.8200,176.3000,90370192,5.139519082,0.149581293
2023-09-11,180.0700,180.3000,177.3400,179.3600,58953052,5.139519082,0.149581293
2023-09-08,178.3500,180.2390,177.7900,178.1800,65602066,5.139519082,0.149581293
2023-09-07,175.1800,178.2100,173.5400,177.5600,112488803,5.139519082,0.149581293
2023-09-06,188.4000,188.8500,181.4700,182.9100,81755816,5.139519082,0.149581293
2023-09-05,188.2800,189.9800,187.6100,189.7000,45280027,5.139519082,0.149581293
2023-09-01,189.4850,189.9200,188.2800,189.4600,45766503,5.139519082,0.149581293
2023-08-31,187.8400,189.1200,187.4800,187.8700,60794467,5.139519082,0.149581293
2023-08-30,184.9400,187.8500,184.7400,187.6500,60813888,5.139519082,0.149581293
2023-08-29,179.6950,184.9000,179.5000,184.1200,53003948,5.139519082,0.149581293
2023-08-28,180.0900,180.5900,178.5450,180.1900,43820697,5.139519082,0.149581293
2023-08-25,177.3800,179.1500,175.8200,178.6100,51449594,5.139519082,0.149581293
2023-08-24,180.6740,181.1040,176.0100,176.3800,54945798,5.139519082,0.149581293
2023-08-23,178.5200,181.5500,178.3250,181.1200,52722752,5.139519082,0.149581293
2023-08-22,177.0600,177.6800,176.2500,177.2300,42084245,5.139519082,0.149581293
2023-08-21,175.0700,176.1300,173.7350,175.8400,46311879,5.139519082,0.149581293
2023-08-18,172.3000,175.1000,171.9600,174.4900,61172150,5.139519082,0.149581293
2023-08-17,177.1400,177.5054,173.4800,174.0000,66062882,5.139519082,0.149581293
2023-08-16,177.1300,178.5400,176.5000,176.5700,46964857,5.139519082,0.149581293
2023-08-15,178.8800,179.4800,177.0500,177.4500,43622593,5.139519082,0.149581293
